weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,IEM_Health-CovidProject,inc death,3,DE,1.24,1.06,0.53,1,0.05,19,1,Germany
All,ILM-EKF,inc death,3,DE,1,0.82,0.42,1,0.03,19,1,Germany
All,ITWW-county_repro,inc death,3,DE,0.56,0.61,0.16,0.37,-0.03,19,1,Germany
All,Karlen-pypm,inc death,3,DE,0.88,0.8,0.11,0.84,0.12,19,1,Germany
All,LANL-GrowthRate,inc death,3,DE,0.87,0.67,0.33,0.94,-0.28,18,1,Germany
All,MIT_CovidAnalytics-DELPHI,inc death,3,DE,0.66,0.64,0.79,1,0.13,19,1,Germany
All,MUNI-ARIMA,inc death,3,DE,0.72,1.58,0.7,1,0.31,10,1,Germany
All,RobertWalraven-ESG,inc death,3,DE,1.01,0.91,0.37,0.89,-0.09,19,1,Germany
All,UMass-MechBayes,inc death,3,DE,0.57,0.58,0.31,0.94,-0.63,16,1,Germany
All,USC-SIkJalpha,inc death,3,DE,0.77,0.6,0.58,0.74,0.06,19,1,Germany
All,USyd-OneModelMan,inc death,3,DE,1.02,NA,NA,NA,NA,16,1,Germany
All,epiforecasts-EpiExpert,inc death,3,DE,0.57,0.5,0.42,0.89,0.21,19,1,Germany
All,epiforecasts-EpiExpert_Rt,inc death,3,DE,0.52,0.71,0.17,0.83,-0.32,12,1,Germany
All,epiforecasts-EpiExpert_direct,inc death,3,DE,0.4,0.74,0.5,0.75,0.44,12,1,Germany
All,epiforecasts-EpiNow2,inc death,3,DE,1.53,1.25,0.32,0.89,0.1,19,1,Germany
All,itwm-dSEIR,inc death,3,DE,0.65,0.66,0.26,0.79,-0.09,19,1,Germany
All,EuroCOVIDhub-baseline,inc death,4,DE,1,1,0.56,1,0.31,18,1,Germany
All,EuroCOVIDhub-ensemble,inc death,4,DE,0.6,0.54,0.67,1,0.19,18,1,Germany
All,FIAS_FZJ-Epi1Ger,inc death,4,DE,1.37,1.37,0.22,0.56,-0.05,18,1,Germany
All,HZI-AgeExtendedSEIR,inc death,4,DE,0.57,0.83,NA,NA,0.43,17,1,Germany
All,IEM_Health-CovidProject,inc death,4,DE,1.29,1.18,0.39,1,0.12,18,1,Germany
All,ILM-EKF,inc death,4,DE,1.13,0.9,0.33,0.94,0,18,1,Germany
All,ITWW-county_repro,inc death,4,DE,0.82,0.81,0.06,0.33,0.05,18,1,Germany
All,Karlen-pypm,inc death,4,DE,1.06,0.95,0.22,0.72,0.14,18,1,Germany
All,LANL-GrowthRate,inc death,4,DE,0.91,0.65,0.41,0.94,-0.33,17,1,Germany
All,MIT_CovidAnalytics-DELPHI,inc death,4,DE,0.56,0.6,0.72,1,0.07,18,1,Germany
All,MUNI-ARIMA,inc death,4,DE,0.74,1.95,0.44,1,0.37,9,1,Germany
All,RobertWalraven-ESG,inc death,4,DE,1.09,0.98,0.33,0.83,-0.07,18,1,Germany
All,UMass-MechBayes,inc death,4,DE,0.43,0.48,0.33,0.87,-0.59,15,1,Germany
All,UMass-SemiMech,inc death,4,DE,0.26,0.48,0.87,1,-0.19,15,1,Germany
All,USC-SIkJalpha,inc death,4,DE,0.79,0.63,0.5,0.61,-0.03,18,1,Germany
All,USyd-OneModelMan,inc death,4,DE,1.04,NA,NA,NA,NA,15,1,Germany
All,epiforecasts-EpiExpert,inc death,4,DE,0.55,0.49,0.33,0.94,0.26,18,1,Germany
All,epiforecasts-EpiExpert_Rt,inc death,4,DE,0.48,0.6,0.18,0.82,-0.47,11,1,Germany
All,epiforecasts-EpiExpert_direct,inc death,4,DE,0.39,0.76,0.36,0.73,0.58,11,1,Germany
All,epiforecasts-EpiNow2,inc death,4,DE,1.51,1.31,0.28,0.94,0.12,18,1,Germany
All,itwm-dSEIR,inc death,4,DE,0.79,0.77,0.33,0.83,-0.11,18,1,Germany
All,LANL-GrowthRate,inc death,5,DE,NA,NA,0.38,0.94,-0.25,16,1,Germany
All,USC-SIkJalpha,inc death,5,DE,NA,NA,0.47,0.53,0.07,17,1,Germany
All,BIOCOMSC-Gompertz,inc case,1,DK,0.88,NA,0.57,1,NA,14,1,Denmark
All,EuroCOVIDhub-baseline,inc case,1,DK,1,1,0.24,1,0.01,21,1,Denmark
All,EuroCOVIDhub-ensemble,inc case,1,DK,0.93,0.96,0.52,0.71,-0.01,21,1,Denmark
All,IEM_Health-CovidProject,inc case,1,DK,1,1.21,0.43,0.62,0.1,21,1,Denmark
All,ILM-EKF,inc case,1,DK,1.26,1.38,0.33,0.71,0.09,21,1,Denmark
All,LANL-GrowthRate,inc case,1,DK,0.92,1.05,0.55,0.8,-0.28,20,1,Denmark
All,MUNI-ARIMA,inc case,1,DK,0.79,0.73,0.38,0.85,-0.04,13,1,Denmark
All,RobertWalraven-ESG,inc case,1,DK,0.97,1.15,0.38,0.57,0.21,21,1,Denmark
All,SDSC_ISG-TrendModel,inc case,1,DK,0.67,NA,NA,NA,NA,18,1,Denmark
All,USC-SIkJalpha,inc case,1,DK,1.09,1.43,0.29,0.29,-0.16,21,1,Denmark
All,UVA-Ensemble,inc case,1,DK,1.23,NA,0.4,0.65,NA,20,1,Denmark
All,epiforecasts-EpiNow2,inc case,1,DK,1.26,1.34,0.57,0.76,0.07,21,1,Denmark
All,BIOCOMSC-Gompertz,inc case,2,DK,1.37,NA,0.54,1,NA,13,1,Denmark
All,EuroCOVIDhub-baseline,inc case,2,DK,1,1,0.4,1,-0.1,20,1,Denmark
All,EuroCOVIDhub-ensemble,inc case,2,DK,1.07,1.18,0.5,0.8,0.03,20,1,Denmark
All,IEM_Health-CovidProject,inc case,2,DK,1.16,1.38,0.3,0.6,0.08,20,1,Denmark
All,ILM-EKF,inc case,2,DK,1.28,1.51,0.35,0.75,0.06,20,1,Denmark
All,LANL-GrowthRate,inc case,2,DK,1.03,1.31,0.53,0.79,-0.17,19,1,Denmark
All,MUNI-ARIMA,inc case,2,DK,1,0.81,0.5,0.83,-0.04,12,1,Denmark
All,RobertWalraven-ESG,inc case,2,DK,1.08,1.26,0.25,0.6,0.05,20,1,Denmark
All,USC-SIkJalpha,inc case,2,DK,1.08,1.29,0.4,0.55,-0.13,20,1,Denmark
All,UVA-Ensemble,inc case,2,DK,1.11,NA,0.42,0.68,NA,19,1,Denmark
All,epiforecasts-EpiNow2,inc case,2,DK,1.8,2.04,0.45,0.8,0.05,20,1,Denmark
All,EuroCOVIDhub-baseline,inc case,3,DK,1,1,0.32,1,-0.09,19,1,Denmark
All,EuroCOVIDhub-ensemble,inc case,3,DK,1.07,1.23,0.53,0.79,0.07,19,1,Denmark
All,IEM_Health-CovidProject,inc case,3,DK,1.07,1.34,0.42,0.68,0.13,19,1,Denmark
All,ILM-EKF,inc case,3,DK,1.25,1.54,0.53,0.68,0.04,19,1,Denmark
All,LANL-GrowthRate,inc case,3,DK,0.83,1.09,0.56,0.78,-0.18,18,1,Denmark
All,MUNI-ARIMA,inc case,3,DK,1.37,0.93,0.4,0.9,-0.08,10,1,Denmark
All,RobertWalraven-ESG,inc case,3,DK,1.19,1.53,0.16,0.47,-0.1,19,1,Denmark
All,USC-SIkJalpha,inc case,3,DK,1.18,1.41,0.11,0.21,-0.19,19,1,Denmark
All,UVA-Ensemble,inc case,3,DK,1.13,NA,0.35,0.65,NA,17,1,Denmark
All,epiforecasts-EpiNow2,inc case,3,DK,1.88,2.32,0.53,0.79,0.09,19,1,Denmark
All,EuroCOVIDhub-baseline,inc case,4,DK,1,1,0.44,1,-0.09,18,1,Denmark
All,EuroCOVIDhub-ensemble,inc case,4,DK,1.2,1.34,0.5,0.78,0.01,18,1,Denmark
All,IEM_Health-CovidProject,inc case,4,DK,1.14,1.46,0.44,0.61,0.03,18,1,Denmark
All,ILM-EKF,inc case,4,DK,1.43,1.74,0.44,0.72,0.01,18,1,Denmark
All,LANL-GrowthRate,inc case,4,DK,0.89,1.08,0.35,0.82,-0.25,17,1,Denmark
All,MUNI-ARIMA,inc case,4,DK,1.54,1.01,0.11,1,-0.04,9,1,Denmark
All,RobertWalraven-ESG,inc case,4,DK,1.27,1.64,0.11,0.22,0,18,1,Denmark
All,UMass-SemiMech,inc case,4,DK,1.06,1.27,0.6,0.8,-0.08,15,1,Denmark
All,USC-SIkJalpha,inc case,4,DK,1.17,1.54,0.06,0.17,-0.11,18,1,Denmark
All,UVA-Ensemble,inc case,4,DK,1.16,NA,0.13,0.4,NA,15,1,Denmark
All,epiforecasts-EpiNow2,inc case,4,DK,1.46,1.86,0.39,0.78,-0.02,18,1,Denmark
All,LANL-GrowthRate,inc case,5,DK,NA,NA,0.44,0.81,-0.17,16,1,Denmark
All,USC-SIkJalpha,inc case,5,DK,NA,NA,0.24,0.29,-0.11,17,1,Denmark
All,EuroCOVIDhub-baseline,inc death,1,DK,1,1,0.76,1,0.05,21,1,Denmark
All,EuroCOVIDhub-ensemble,inc death,1,DK,1.09,0.96,0.57,0.95,0.2,21,1,Denmark
All,IEM_Health-CovidProject,inc death,1,DK,1.22,0.97,0.43,0.62,-0.05,21,1,Denmark
All,ILM-EKF,inc death,1,DK,1.24,1.49,0.76,1,0.2,21,1,Denmark
All,LANL-GrowthRate,inc death,1,DK,0.97,0.68,0.6,1,0.09,20,1,Denmark
All,MUNI-ARIMA,inc death,1,DK,1.46,1.16,0.31,1,0.14,13,1,Denmark
All,RobertWalraven-ESG,inc death,1,DK,1.35,1.01,0.38,1,0.04,21,1,Denmark
All,SDSC_ISG-TrendModel,inc death,1,DK,1.28,NA,NA,NA,NA,18,1,Denmark
All,UMass-MechBayes,inc death,1,DK,1.11,0.98,0.44,0.83,0.31,18,1,Denmark
All,USC-SIkJalpha,inc death,1,DK,1.03,1.24,0.38,0.38,0.15,21,1,Denmark
All,USyd-OneModelMan,inc death,1,DK,1.39,NA,NA,NA,NA,18,1,Denmark
All,epiforecasts-EpiNow2,inc death,1,DK,1.66,1.18,0.43,0.81,0.3,21,1,Denmark
All,EuroCOVIDhub-baseline,inc death,2,DK,1,1,0.85,1,0.06,20,1,Denmark
All,EuroCOVIDhub-ensemble,inc death,2,DK,0.88,0.81,0.6,0.95,0.29,20,1,Denmark
All,IEM_Health-CovidProject,inc death,2,DK,0.99,0.85,0.35,0.85,0,20,1,Denmark
All,ILM-EKF,inc death,2,DK,0.9,1.35,0.75,1,0.22,20,1,Denmark
All,LANL-GrowthRate,inc death,2,DK,0.73,0.71,0.58,0.89,0.22,19,1,Denmark
All,MUNI-ARIMA,inc death,2,DK,0.81,0.98,0.67,1,0.21,12,1,Denmark
All,RobertWalraven-ESG,inc death,2,DK,1.06,0.87,0.55,0.9,0.01,20,1,Denmark
All,UMass-MechBayes,inc death,2,DK,0.77,0.86,0.41,0.82,0.42,17,1,Denmark
All,USC-SIkJalpha,inc death,2,DK,1,0.98,0.4,0.5,0.23,20,1,Denmark
All,USyd-OneModelMan,inc death,2,DK,1.41,NA,NA,NA,NA,17,1,Denmark
All,epiforecasts-EpiNow2,inc death,2,DK,1.4,1.21,0.45,0.8,0.4,20,1,Denmark
All,EuroCOVIDhub-baseline,inc death,3,DK,1,1,0.95,1,0.07,19,1,Denmark
All,EuroCOVIDhub-ensemble,inc death,3,DK,1.04,0.76,0.63,0.89,0.31,19,1,Denmark
All,IEM_Health-CovidProject,inc death,3,DK,1.32,0.88,0.32,0.89,0.04,19,1,Denmark
All,ILM-EKF,inc death,3,DK,1.17,1.28,0.79,1,0.25,19,1,Denmark
All,LANL-GrowthRate,inc death,3,DK,0.85,0.69,0.33,0.78,0.24,18,1,Denmark
All,MUNI-ARIMA,inc death,3,DK,0.88,0.98,0.7,1,0.14,10,1,Denmark
All,RobertWalraven-ESG,inc death,3,DK,1.1,0.71,0.68,0.95,-0.02,19,1,Denmark
All,UMass-MechBayes,inc death,3,DK,0.87,0.77,0.38,0.94,0.36,16,1,Denmark
All,USC-SIkJalpha,inc death,3,DK,1.03,0.91,0.32,0.47,0.14,19,1,Denmark
All,USyd-OneModelMan,inc death,3,DK,1.86,NA,NA,NA,NA,16,1,Denmark
All,epiforecasts-EpiNow2,inc death,3,DK,1.46,1.23,0.37,0.84,0.43,19,1,Denmark
All,EuroCOVIDhub-baseline,inc death,4,DK,1,1,1,1,0.08,18,1,Denmark
All,EuroCOVIDhub-ensemble,inc death,4,DK,1.33,0.82,0.67,0.83,0.37,18,1,Denmark
All,IEM_Health-CovidProject,inc death,4,DK,1.53,1,0.28,0.83,0.05,18,1,Denmark
All,ILM-EKF,inc death,4,DK,1.76,1.32,0.67,1,0.3,18,1,Denmark
All,LANL-GrowthRate,inc death,4,DK,1.2,0.62,0.35,0.88,0.29,17,1,Denmark
All,MUNI-ARIMA,inc death,4,DK,1.05,1.03,0.78,1,0.2,9,1,Denmark
All,RobertWalraven-ESG,inc death,4,DK,1.49,0.63,0.78,0.94,-0.02,18,1,Denmark
All,UMass-MechBayes,inc death,4,DK,1.39,0.84,0.4,0.87,0.36,15,1,Denmark
All,UMass-SemiMech,inc death,4,DK,1.62,1.08,0.27,0.8,0.54,15,1,Denmark
All,USC-SIkJalpha,inc death,4,DK,1.35,0.92,0.28,0.5,0.33,18,1,Denmark
All,USyd-OneModelMan,inc death,4,DK,2.97,NA,NA,NA,NA,15,1,Denmark
All,epiforecasts-EpiNow2,inc death,4,DK,1.99,1.18,0.33,0.83,0.47,18,1,Denmark
All,LANL-GrowthRate,inc death,5,DK,NA,NA,0.25,0.81,0.42,16,1,Denmark
All,USC-SIkJalpha,inc death,5,DK,NA,NA,0.35,0.47,0.41,17,1,Denmark
All,BIOCOMSC-Gompertz,inc case,1,EE,0.31,NA,0.54,1,NA,13,1,Estonia
All,EuroCOVIDhub-baseline,inc case,1,EE,1,1,0.24,0.81,0.34,21,1,Estonia
All,EuroCOVIDhub-ensemble,inc case,1,EE,0.72,0.63,0.52,0.95,0.11,21,1,Estonia
All,IEM_Health-CovidProject,inc case,1,EE,1.2,0.86,0.38,0.86,0.19,21,1,Estonia
All,ILM-EKF,inc case,1,EE,1.35,1.15,0.38,0.86,0.05,21,1,Estonia
All,LANL-GrowthRate,inc case,1,EE,0.84,0.63,0.45,0.95,-0.38,20,1,Estonia
All,MUNI-ARIMA,inc case,1,EE,0.27,0.56,0.46,1,-0.09,13,1,Estonia
All,RobertWalraven-ESG,inc case,1,EE,1.11,1.35,0.14,0.67,0.11,21,1,Estonia
All,SDSC_ISG-TrendModel,inc case,1,EE,0.52,NA,NA,NA,NA,18,1,Estonia
All,USC-SIkJalpha,inc case,1,EE,1.26,1.11,0.29,0.43,0.19,21,1,Estonia
All,UVA-Ensemble,inc case,1,EE,2.25,NA,0.5,0.85,NA,20,1,Estonia
All,epiforecasts-EpiNow2,inc case,1,EE,0.74,0.58,0.33,0.9,-0.08,21,1,Estonia
All,BIOCOMSC-Gompertz,inc case,2,EE,0.26,NA,0.75,1,NA,12,1,Estonia
All,EuroCOVIDhub-baseline,inc case,2,EE,1,1,0.25,0.85,0.44,20,1,Estonia
All,EuroCOVIDhub-ensemble,inc case,2,EE,0.79,0.66,0.35,0.85,0.15,20,1,Estonia
All,IEM_Health-CovidProject,inc case,2,EE,1.17,0.97,0.3,0.55,0.24,20,1,Estonia
All,ILM-EKF,inc case,2,EE,1.34,1.1,0.2,0.75,0.05,20,1,Estonia
All,LANL-GrowthRate,inc case,2,EE,0.9,0.64,0.47,0.84,-0.21,19,1,Estonia
All,MUNI-ARIMA,inc case,2,EE,0.23,0.6,0.75,1,-0.1,12,1,Estonia
All,RobertWalraven-ESG,inc case,2,EE,1,1.24,0.1,0.5,0.06,20,1,Estonia
All,USC-SIkJalpha,inc case,2,EE,0.83,0.85,0.3,0.45,0.03,20,1,Estonia
All,UVA-Ensemble,inc case,2,EE,1.69,NA,0.37,0.74,NA,19,1,Estonia
All,epiforecasts-EpiNow2,inc case,2,EE,0.72,0.61,0.4,0.8,-0.07,20,1,Estonia
All,EuroCOVIDhub-baseline,inc case,3,EE,1,1,0.21,0.74,0.57,19,1,Estonia
All,EuroCOVIDhub-ensemble,inc case,3,EE,0.88,0.7,0.26,0.79,0.22,19,1,Estonia
All,IEM_Health-CovidProject,inc case,3,EE,1.21,1.12,0.37,0.47,0.29,19,1,Estonia
All,ILM-EKF,inc case,3,EE,1.48,1.15,0.26,0.68,0.09,19,1,Estonia
All,LANL-GrowthRate,inc case,3,EE,0.82,0.68,0.39,0.72,0.03,18,1,Estonia
All,MUNI-ARIMA,inc case,3,EE,0.27,0.64,0.7,0.9,-0.13,10,1,Estonia
All,RobertWalraven-ESG,inc case,3,EE,0.97,1.33,0.05,0.47,0.11,19,1,Estonia
All,USC-SIkJalpha,inc case,3,EE,0.62,0.77,0.26,0.42,-0.02,19,1,Estonia
All,UVA-Ensemble,inc case,3,EE,1.23,NA,0.41,0.59,NA,17,1,Estonia
All,epiforecasts-EpiNow2,inc case,3,EE,0.75,0.62,0.26,0.74,-0.12,19,1,Estonia
All,EuroCOVIDhub-baseline,inc case,4,EE,1,1,0.22,0.72,0.62,18,1,Estonia
All,EuroCOVIDhub-ensemble,inc case,4,EE,0.9,0.72,0.33,0.67,0.26,18,1,Estonia
All,IEM_Health-CovidProject,inc case,4,EE,1.28,1.1,0.22,0.44,0.33,18,1,Estonia
All,ILM-EKF,inc case,4,EE,1.53,1.06,0.17,0.78,0.1,18,1,Estonia
All,LANL-GrowthRate,inc case,4,EE,0.83,0.68,0.29,0.71,0.27,17,1,Estonia
All,MUNI-ARIMA,inc case,4,EE,0.26,0.6,0.56,1,-0.17,9,1,Estonia
All,RobertWalraven-ESG,inc case,4,EE,0.87,1.19,0.11,0.44,0.19,18,1,Estonia
All,UMass-SemiMech,inc case,4,EE,0.45,0.94,0.33,0.67,0.31,15,1,Estonia
All,USC-SIkJalpha,inc case,4,EE,0.52,0.7,0.33,0.33,0.06,18,1,Estonia
All,UVA-Ensemble,inc case,4,EE,0.88,NA,0.27,0.6,NA,15,1,Estonia
All,epiforecasts-EpiNow2,inc case,4,EE,0.66,0.55,0.22,0.56,-0.21,18,1,Estonia
All,LANL-GrowthRate,inc case,5,EE,NA,NA,0.19,0.69,0.49,16,1,Estonia
All,USC-SIkJalpha,inc case,5,EE,NA,NA,0.35,0.35,0.06,17,1,Estonia
All,EuroCOVIDhub-baseline,inc death,1,EE,1,1,0.38,0.86,0.16,21,1,Estonia
All,EuroCOVIDhub-ensemble,inc death,1,EE,0.75,0.63,0.71,1,0.24,21,1,Estonia
All,IEM_Health-CovidProject,inc death,1,EE,0.93,0.81,0.62,0.9,0.34,21,1,Estonia
All,ILM-EKF,inc death,1,EE,0.74,1.19,0.86,1,0.15,21,1,Estonia
All,LANL-GrowthRate,inc death,1,EE,1.13,1.23,0.25,0.75,0.31,20,1,Estonia
All,MUNI-ARIMA,inc death,1,EE,0.49,0.88,0.54,1,0.21,13,1,Estonia
All,RobertWalraven-ESG,inc death,1,EE,1.06,0.81,0.43,0.81,0.13,21,1,Estonia
All,SDSC_ISG-TrendModel,inc death,1,EE,0.97,NA,NA,NA,NA,18,1,Estonia
All,UMass-MechBayes,inc death,1,EE,0.89,0.66,0.61,1,0.24,18,1,Estonia
All,USC-SIkJalpha,inc death,1,EE,0.94,0.84,0.48,0.57,0.27,21,1,Estonia
All,USyd-OneModelMan,inc death,1,EE,1.23,NA,NA,NA,NA,18,1,Estonia
All,epiforecasts-EpiNow2,inc death,1,EE,0.93,0.69,0.68,1,0.25,19,1,Estonia
All,EuroCOVIDhub-baseline,inc death,2,EE,1,1,0.4,0.85,0.3,20,1,Estonia
All,EuroCOVIDhub-ensemble,inc death,2,EE,0.57,0.54,0.75,0.95,0.33,20,1,Estonia
All,IEM_Health-CovidProject,inc death,2,EE,1,0.87,0.65,0.9,0.44,20,1,Estonia
All,ILM-EKF,inc death,2,EE,0.68,0.93,0.85,1,0.2,20,1,Estonia
All,LANL-GrowthRate,inc death,2,EE,1.14,1.3,0.26,0.74,0.34,19,1,Estonia
All,MUNI-ARIMA,inc death,2,EE,0.64,1.11,0.5,0.92,0.3,12,1,Estonia
All,RobertWalraven-ESG,inc death,2,EE,0.91,0.69,0.7,0.85,0.1,20,1,Estonia
All,UMass-MechBayes,inc death,2,EE,0.43,0.38,0.65,1,0.24,17,1,Estonia
All,USC-SIkJalpha,inc death,2,EE,0.7,0.64,0.6,0.65,0.36,20,1,Estonia
All,USyd-OneModelMan,inc death,2,EE,0.84,NA,NA,NA,NA,17,1,Estonia
All,epiforecasts-EpiNow2,inc death,2,EE,1.01,0.68,0.5,1,0.24,18,1,Estonia
All,EuroCOVIDhub-baseline,inc death,3,EE,1,1,0.32,0.68,0.4,19,1,Estonia
All,EuroCOVIDhub-ensemble,inc death,3,EE,0.56,0.47,0.63,0.79,0.41,19,1,Estonia
All,IEM_Health-CovidProject,inc death,3,EE,1.04,0.9,0.42,0.79,0.54,19,1,Estonia
All,ILM-EKF,inc death,3,EE,0.68,0.68,0.84,1,0.26,19,1,Estonia
All,LANL-GrowthRate,inc death,3,EE,0.91,1.04,0.22,0.72,0.33,18,1,Estonia
All,MUNI-ARIMA,inc death,3,EE,0.56,0.95,0.4,0.9,0.26,10,1,Estonia
All,RobertWalraven-ESG,inc death,3,EE,0.96,0.54,0.74,0.84,0.13,19,1,Estonia
All,UMass-MechBayes,inc death,3,EE,0.45,0.37,0.56,1,0.31,16,1,Estonia
All,USC-SIkJalpha,inc death,3,EE,0.54,0.54,0.53,0.58,0.48,19,1,Estonia
All,USyd-OneModelMan,inc death,3,EE,0.76,NA,NA,NA,NA,16,1,Estonia
All,epiforecasts-EpiNow2,inc death,3,EE,0.99,0.56,0.65,1,0.23,17,1,Estonia
All,EuroCOVIDhub-baseline,inc death,4,EE,1,1,0.28,0.67,0.5,18,1,Estonia
All,EuroCOVIDhub-ensemble,inc death,4,EE,0.53,0.42,0.61,0.83,0.51,18,1,Estonia
All,IEM_Health-CovidProject,inc death,4,EE,1.26,0.93,0.44,0.89,0.59,18,1,Estonia
All,ILM-EKF,inc death,4,EE,1.07,0.61,0.72,0.94,0.32,18,1,Estonia
All,LANL-GrowthRate,inc death,4,EE,0.79,0.74,0.41,0.71,0.44,17,1,Estonia
All,MUNI-ARIMA,inc death,4,EE,0.48,0.81,0.22,1,0.32,9,1,Estonia
All,RobertWalraven-ESG,inc death,4,EE,0.71,0.5,0.56,0.78,0.17,18,1,Estonia
All,UMass-MechBayes,inc death,4,EE,0.33,0.25,0.67,0.93,0.35,15,1,Estonia
All,UMass-SemiMech,inc death,4,EE,0.48,0.49,0.4,0.87,0.53,15,1,Estonia
All,USC-SIkJalpha,inc death,4,EE,0.39,0.45,0.44,0.67,0.42,18,1,Estonia
All,USyd-OneModelMan,inc death,4,EE,0.78,NA,NA,NA,NA,15,1,Estonia
All,epiforecasts-EpiNow2,inc death,4,EE,0.81,0.47,0.62,0.88,0.2,16,1,Estonia
All,LANL-GrowthRate,inc death,5,EE,NA,NA,0.19,0.62,0.62,16,1,Estonia
All,USC-SIkJalpha,inc death,5,EE,NA,NA,0.47,0.59,0.47,17,1,Estonia
All,EuroCOVIDhub-baseline,inc case,1,ES,1,1,0.56,0.94,-0.13,18,1,Spain
All,EuroCOVIDhub-ensemble,inc case,1,ES,1.19,1.16,0.72,0.89,-0.16,18,1,Spain
All,IEM_Health-CovidProject,inc case,1,ES,1.39,1.27,0.28,0.83,-0.04,18,1,Spain
All,ILM-EKF,inc case,1,ES,1.78,2.02,0.47,0.59,0.14,17,1,Spain
All,LANL-GrowthRate,inc case,1,ES,1.81,1.55,0.47,0.88,-0.45,17,1,Spain
All,MUNI-ARIMA,inc case,1,ES,1.93,1.79,0.27,0.64,-0.05,11,1,Spain
All,RobertWalraven-ESG,inc case,1,ES,1.32,1.45,0.22,0.83,-0.61,18,1,Spain
All,SDSC_ISG-TrendModel,inc case,1,ES,0.88,NA,NA,NA,NA,16,1,Spain
All,UB-BSLCoV,inc case,1,ES,2.55,2.05,0.33,0.83,0.07,12,1,Spain
All,UNED-PreCoV2,inc case,1,ES,0.75,1.05,NA,NA,-0.26,18,1,Spain
All,USC-SIkJalpha,inc case,1,ES,1.26,1.54,0.44,0.61,-0.4,18,1,Spain
All,UVA-Ensemble,inc case,1,ES,1.75,NA,0.28,0.72,NA,18,1,Spain
All,epiforecasts-EpiNow2,inc case,1,ES,1.72,1.5,0.71,1,-0.21,17,1,Spain
All,EuroCOVIDhub-baseline,inc case,2,ES,1,1,0.53,0.94,-0.2,17,1,Spain
All,EuroCOVIDhub-ensemble,inc case,2,ES,1.3,1.25,0.59,0.88,-0.14,17,1,Spain
All,IEM_Health-CovidProject,inc case,2,ES,1.41,1.44,0.24,0.59,-0.08,17,1,Spain
All,ILM-EKF,inc case,2,ES,2.37,2.6,0.19,0.38,0.09,16,1,Spain
All,LANL-GrowthRate,inc case,2,ES,1.24,1.25,0.47,0.82,-0.5,17,1,Spain
All,MUNI-ARIMA,inc case,2,ES,1.72,1.43,0.3,0.4,-0.25,10,1,Spain
All,RobertWalraven-ESG,inc case,2,ES,1.28,1.48,0.18,0.71,-0.86,17,1,Spain
All,UB-BSLCoV,inc case,2,ES,4.2,3.53,0.27,0.64,-0.04,11,1,Spain
All,UNED-PreCoV2,inc case,2,ES,0.91,1.01,NA,NA,-0.22,16,1,Spain
All,USC-SIkJalpha,inc case,2,ES,1.31,1.48,0.29,0.53,-0.44,17,1,Spain
All,UVA-Ensemble,inc case,2,ES,1.51,NA,0.24,0.47,NA,17,1,Spain
All,epiforecasts-EpiNow2,inc case,2,ES,1.93,1.7,0.56,0.94,-0.21,16,1,Spain
All,EuroCOVIDhub-baseline,inc case,3,ES,1,1,0.62,0.88,-0.19,16,1,Spain
All,EuroCOVIDhub-ensemble,inc case,3,ES,1.25,1.31,0.56,0.81,-0.04,16,1,Spain
All,IEM_Health-CovidProject,inc case,3,ES,1.18,1.25,0.25,0.62,-0.08,16,1,Spain
All,ILM-EKF,inc case,3,ES,2.08,2.2,0.19,0.44,0.08,16,1,Spain
All,LANL-GrowthRate,inc case,3,ES,1.01,1.16,0.53,0.8,-0.55,15,1,Spain
All,MUNI-ARIMA,inc case,3,ES,1.63,1.25,0.38,0.5,-0.23,8,1,Spain
All,RobertWalraven-ESG,inc case,3,ES,1.21,1.53,0.19,0.62,-0.92,16,1,Spain
All,UB-BSLCoV,inc case,3,ES,4.23,3.68,0.3,0.7,-0.05,10,1,Spain
All,UNED-PreCoV2,inc case,3,ES,0.87,0.96,0.79,1,-0.19,14,1,Spain
All,USC-SIkJalpha,inc case,3,ES,1.1,1.32,0.31,0.5,-0.57,16,1,Spain
All,UVA-Ensemble,inc case,3,ES,1.19,NA,0.13,0.27,NA,15,1,Spain
All,epiforecasts-EpiNow2,inc case,3,ES,1.85,1.67,0.53,0.87,-0.27,15,1,Spain
All,EuroCOVIDhub-baseline,inc death,1,ES,1,1,0.67,1,0.11,21,1,Spain
All,EuroCOVIDhub-ensemble,inc death,1,ES,0.88,0.79,0.57,0.95,0.28,21,1,Spain
All,IEM_Health-CovidProject,inc death,1,ES,0.84,0.71,0.62,0.9,0.18,21,1,Spain
All,ILM-EKF,inc death,1,ES,1.63,1.25,0.6,0.9,0.25,20,1,Spain
All,Imperial-DeCa,inc death,1,ES,1.46,1.77,0,0,-1,17,1,Spain
All,Imperial-RtI0,inc death,1,ES,1.59,2.1,0,0,-1,17,1,Spain
All,Imperial-sbkp,inc death,1,ES,1.57,2.04,0,0,-1,17,1,Spain
All,LANL-GrowthRate,inc death,1,ES,0.69,0.67,0.45,0.9,0.04,20,1,Spain
All,MUNI-ARIMA,inc death,1,ES,0.37,0.78,0.62,1,0.17,13,1,Spain
All,RobertWalraven-ESG,inc death,1,ES,0.85,0.71,0.48,0.86,-0.08,21,1,Spain
