weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,UVA-Ensemble,inc case,1,AT,1.35,NA,0.8,1,NA,10,1,Austria
10,epiforecasts-EpiNow2,inc case,1,AT,0.73,0.76,0.2,0.5,-0.03,10,1,Austria
10,EuroCOVIDhub-baseline,inc death,4,AT,1,1,0.6,1,0.49,10,1,Austria
10,EuroCOVIDhub-ensemble,inc death,4,AT,0.39,0.34,0.5,0.9,0.44,10,1,Austria
10,IEM_Health-CovidProject,inc death,4,AT,0.76,0.79,0.3,0.6,0.64,10,1,Austria
10,ILM-EKF,inc death,4,AT,0.4,0.34,0.6,1,0.21,10,1,Austria
10,LANL-GrowthRate,inc death,4,AT,0.41,0.46,0.33,0.44,0.53,9,1,Austria
10,MUNI-ARIMA,inc death,4,AT,0.32,0.69,0.75,1,0.11,8,1,Austria
10,RobertWalraven-ESG,inc death,4,AT,0.25,0.26,0.7,1,0.09,10,1,Austria
10,UMass-MechBayes,inc death,4,AT,0.15,0.14,0.5,1,-0.09,10,1,Austria
10,UMass-SemiMech,inc death,4,AT,0.32,0.3,0.6,1,0.42,10,1,Austria
10,USC-SIkJalpha,inc death,4,AT,0.41,0.55,0.3,0.3,0.71,10,1,Austria
10,USyd-OneModelMan,inc death,4,AT,0.51,NA,NA,NA,NA,10,1,Austria
10,epiforecasts-EpiNow2,inc death,4,AT,0.27,0.25,0.6,0.9,0,10,1,Austria
10,EuroCOVIDhub-baseline,inc death,3,AT,1,1,0.6,1,0.42,10,1,Austria
10,EuroCOVIDhub-ensemble,inc death,3,AT,0.38,0.31,0.4,1,0.42,10,1,Austria
10,IEM_Health-CovidProject,inc death,3,AT,0.78,0.74,0.4,0.8,0.6,10,1,Austria
10,ILM-EKF,inc death,3,AT,0.37,0.35,0.7,1,0.12,10,1,Austria
10,LANL-GrowthRate,inc death,3,AT,0.42,0.44,0.11,0.67,0.42,9,1,Austria
10,MUNI-ARIMA,inc death,3,AT,0.38,0.54,0.78,1,0.08,9,1,Austria
10,RobertWalraven-ESG,inc death,3,AT,0.29,0.28,0.8,1,0.03,10,1,Austria
10,UMass-MechBayes,inc death,3,AT,0.21,0.18,0.4,0.9,-0.12,10,1,Austria
10,UMass-SemiMech,inc death,3,AT,0.34,0.29,0.6,1,0.2,10,1,Austria
10,USC-SIkJalpha,inc death,3,AT,0.44,0.67,0,0,0.8,10,1,Austria
10,USyd-OneModelMan,inc death,3,AT,0.32,NA,NA,NA,NA,10,1,Austria
10,epiforecasts-EpiNow2,inc death,3,AT,0.28,0.26,0.5,0.9,0.01,10,1,Austria
10,EuroCOVIDhub-baseline,inc death,2,AT,1,1,0.7,1,0.39,10,1,Austria
10,EuroCOVIDhub-ensemble,inc death,2,AT,0.39,0.33,0.7,1,0.24,10,1,Austria
10,IEM_Health-CovidProject,inc death,2,AT,0.65,0.66,0.4,1,0.57,10,1,Austria
10,ILM-EKF,inc death,2,AT,0.38,0.43,0.9,1,0.11,10,1,Austria
10,LANL-GrowthRate,inc death,2,AT,0.62,0.61,0,0.44,0.34,9,1,Austria
10,MUNI-ARIMA,inc death,2,AT,0.61,0.57,0.7,1,0.16,10,1,Austria
10,RobertWalraven-ESG,inc death,2,AT,0.47,0.4,0.6,1,0.01,10,1,Austria
10,UMass-MechBayes,inc death,2,AT,0.24,0.23,0.4,1,-0.12,10,1,Austria
10,USC-SIkJalpha,inc death,2,AT,0.51,0.59,0.1,0.1,0.28,10,1,Austria
10,USyd-OneModelMan,inc death,2,AT,0.34,NA,NA,NA,NA,10,1,Austria
10,epiforecasts-EpiNow2,inc death,2,AT,0.35,0.3,0.4,1,-0.05,10,1,Austria
10,EuroCOVIDhub-baseline,inc death,1,AT,1,1,0.7,1,0.33,10,1,Austria
10,EuroCOVIDhub-ensemble,inc death,1,AT,0.57,0.46,0.6,1,0.15,10,1,Austria
10,IEM_Health-CovidProject,inc death,1,AT,0.77,0.67,0.4,1,0.38,10,1,Austria
10,ILM-EKF,inc death,1,AT,0.6,0.71,0.9,1,0.08,10,1,Austria
10,LANL-GrowthRate,inc death,1,AT,0.81,0.74,0.11,0.89,0.43,9,1,Austria
10,MUNI-ARIMA,inc death,1,AT,0.76,0.69,0.7,1,0.06,10,1,Austria
10,RobertWalraven-ESG,inc death,1,AT,0.8,0.66,0.6,1,-0.04,10,1,Austria
10,SDSC_ISG-TrendModel,inc death,1,AT,0.67,NA,NA,NA,NA,10,1,Austria
10,UMass-MechBayes,inc death,1,AT,0.4,0.43,0.4,1,-0.05,10,1,Austria
10,USC-SIkJalpha,inc death,1,AT,0.73,0.83,0.2,0.2,0.2,10,1,Austria
10,USyd-OneModelMan,inc death,1,AT,0.62,NA,NA,NA,NA,10,1,Austria
10,epiforecasts-EpiNow2,inc death,1,AT,0.49,0.46,0.4,1,-0.03,10,1,Austria
10,BIOCOMSC-Gompertz,inc case,2,BE,0.85,NA,0.4,1,NA,10,1,Belgium
10,EuroCOVIDhub-baseline,inc case,2,BE,1,1,0.4,1,0.2,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,2,BE,0.79,0.91,0.4,0.8,0.01,10,1,Belgium
10,IEM_Health-CovidProject,inc case,2,BE,0.86,0.91,0.1,0.7,0.1,10,1,Belgium
10,ILM-EKF,inc case,2,BE,0.64,0.83,0.4,0.7,-0.07,10,1,Belgium
10,LANL-GrowthRate,inc case,2,BE,0.79,0.95,0.44,0.78,-0.52,9,1,Belgium
10,MUNI-ARIMA,inc case,2,BE,1.24,1.32,0.4,0.9,0.03,10,1,Belgium
10,RobertWalraven-ESG,inc case,2,BE,1.05,1.13,0.2,0.8,0.06,10,1,Belgium
10,USC-SIkJalpha,inc case,2,BE,0.83,1.14,0.1,0.2,0.12,10,1,Belgium
10,UVA-Ensemble,inc case,2,BE,1.34,NA,0.3,1,NA,10,1,Belgium
10,epiforecasts-EpiNow2,inc case,2,BE,0.84,1.01,0.3,0.6,-0.18,10,1,Belgium
10,BIOCOMSC-Gompertz,inc case,1,BE,1.03,NA,0.3,1,NA,10,1,Belgium
10,EuroCOVIDhub-baseline,inc case,1,BE,1,1,0.3,1,0,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,1,BE,1.15,1.03,0.2,0.9,-0.03,10,1,Belgium
10,IEM_Health-CovidProject,inc case,1,BE,1,0.9,0.3,0.9,-0.05,10,1,Belgium
10,ILM-EKF,inc case,1,BE,1.07,0.96,0.2,0.8,-0.06,10,1,Belgium
10,LANL-GrowthRate,inc case,1,BE,1.29,1.32,0.44,0.78,-0.61,9,1,Belgium
10,MUNI-ARIMA,inc case,1,BE,2.16,2.26,0.1,0.7,-0.12,10,1,Belgium
10,RobertWalraven-ESG,inc case,1,BE,1.43,1.33,0.3,0.8,0.04,10,1,Belgium
10,SDSC_ISG-TrendModel,inc case,1,BE,0.84,NA,NA,NA,NA,10,1,Belgium
10,USC-SIkJalpha,inc case,1,BE,1.04,1.23,0.2,0.3,-0.03,10,1,Belgium
10,UVA-Ensemble,inc case,1,BE,1.76,NA,0.3,0.8,NA,10,1,Belgium
10,epiforecasts-EpiNow2,inc case,1,BE,1.11,1.08,0.3,0.6,-0.17,10,1,Belgium
10,EuroCOVIDhub-baseline,inc case,4,BE,1,1,0.2,1,0.31,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,4,BE,0.75,0.86,0.3,0.7,0.21,10,1,Belgium
10,IEM_Health-CovidProject,inc case,4,BE,0.96,1.12,0.1,0.6,0.28,10,1,Belgium
10,ILM-EKF,inc case,4,BE,0.66,0.89,0.5,0.8,0.06,10,1,Belgium
10,LANL-GrowthRate,inc case,4,BE,0.72,0.79,0.33,0.78,0.07,9,1,Belgium
10,MUNI-ARIMA,inc case,4,BE,1.03,0.99,0.25,1,0.25,8,1,Belgium
10,RobertWalraven-ESG,inc case,4,BE,0.7,0.9,0.2,0.8,0.17,10,1,Belgium
10,UMass-SemiMech,inc case,4,BE,0.9,1.1,0.4,0.8,0.14,10,1,Belgium
10,USC-SIkJalpha,inc case,4,BE,0.74,1.09,0.2,0.2,0.28,10,1,Belgium
10,UVA-Ensemble,inc case,4,BE,1.2,NA,0,0.5,NA,10,1,Belgium
10,epiforecasts-EpiNow2,inc case,4,BE,0.56,0.88,0.5,0.6,-0.02,10,1,Belgium
10,EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.3,1,0.26,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,3,BE,0.78,0.92,0.3,0.8,0.06,10,1,Belgium
10,IEM_Health-CovidProject,inc case,3,BE,0.92,1.07,0.1,0.6,0.19,10,1,Belgium
10,ILM-EKF,inc case,3,BE,0.68,0.9,0.3,0.7,-0.06,10,1,Belgium
10,LANL-GrowthRate,inc case,3,BE,0.62,0.8,0.44,0.67,-0.24,9,1,Belgium
10,MUNI-ARIMA,inc case,3,BE,1.1,1.04,0.44,1,0.16,9,1,Belgium
10,RobertWalraven-ESG,inc case,3,BE,0.92,1.11,0.1,0.7,0.11,10,1,Belgium
10,UMass-SemiMech,inc case,3,BE,0.95,1.17,0.2,0.8,0.01,10,1,Belgium
10,USC-SIkJalpha,inc case,3,BE,0.78,1.17,0.1,0.1,0.26,10,1,Belgium
10,UVA-Ensemble,inc case,3,BE,1.14,NA,0.3,0.8,NA,10,1,Belgium
10,epiforecasts-EpiNow2,inc case,3,BE,0.71,0.98,0.3,0.6,-0.08,10,1,Belgium
10,BIOCOMSC-Gompertz,inc death,2,BE,0.56,NA,0.9,1,NA,10,1,Belgium
10,EuroCOVIDhub-baseline,inc death,2,BE,1,1,0.9,1,0.32,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc death,2,BE,0.51,0.35,0.8,1,0.42,10,1,Belgium
10,IEM_Health-CovidProject,inc death,2,BE,0.64,0.48,0.5,0.9,0.54,10,1,Belgium
10,ILM-EKF,inc death,2,BE,0.56,0.45,0.8,1,0.37,10,1,Belgium
10,LANL-GrowthRate,inc death,2,BE,0.61,0.45,0.33,0.78,0.24,9,1,Belgium
10,MUNI-ARIMA,inc death,2,BE,0.64,0.5,0.7,1,0.05,10,1,Belgium
10,RobertWalraven-ESG,inc death,2,BE,0.36,0.31,0.9,1,0.14,10,1,Belgium
10,UMass-MechBayes,inc death,2,BE,0.28,0.19,0.9,1,0.05,10,1,Belgium
10,USC-SIkJalpha,inc death,2,BE,0.66,0.63,0.3,0.3,0.83,10,1,Belgium
10,USyd-OneModelMan,inc death,2,BE,0.52,NA,NA,NA,NA,10,1,Belgium
10,epiforecasts-EpiNow2,inc death,2,BE,0.66,0.48,0.33,0.89,0.57,9,1,Belgium
10,EuroCOVIDhub-baseline,inc death,4,BE,1,1,1,1,0.32,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc death,4,BE,0.44,0.37,0.5,1,0.55,10,1,Belgium
10,IEM_Health-CovidProject,inc death,4,BE,0.73,0.66,0.2,0.7,0.81,10,1,Belgium
10,ILM-EKF,inc death,4,BE,0.5,0.41,0.3,1,0.5,10,1,Belgium
10,LANL-GrowthRate,inc death,4,BE,0.52,0.45,0.44,0.67,0.32,9,1,Belgium
10,MUNI-ARIMA,inc death,4,BE,0.39,0.59,0.88,1,0.17,8,1,Belgium
10,RobertWalraven-ESG,inc death,4,BE,0.16,0.21,1,1,0.17,10,1,Belgium
10,UMass-MechBayes,inc death,4,BE,0.13,0.15,0.8,1,0.02,10,1,Belgium
10,UMass-SemiMech,inc death,4,BE,0.61,0.5,0.2,1,0.51,10,1,Belgium
10,USC-SIkJalpha,inc death,4,BE,0.6,0.68,0.2,0.2,0.74,10,1,Belgium
10,USyd-OneModelMan,inc death,4,BE,0.49,NA,NA,NA,NA,10,1,Belgium
10,epiforecasts-EpiNow2,inc death,4,BE,0.51,0.41,0.11,1,0.39,9,1,Belgium
10,EuroCOVIDhub-baseline,inc death,3,BE,1,1,0.9,1,0.32,10,1,Belgium
10,EuroCOVIDhub-ensemble,inc death,3,BE,0.43,0.37,0.7,0.9,0.44,10,1,Belgium
10,IEM_Health-CovidProject,inc death,3,BE,0.64,0.56,0.2,0.8,0.73,10,1,Belgium
10,ILM-EKF,inc death,3,BE,0.53,0.41,0.6,1,0.42,10,1,Belgium
10,LANL-GrowthRate,inc death,3,BE,0.53,0.41,0.44,0.67,0.3,9,1,Belgium
10,MUNI-ARIMA,inc death,3,BE,0.52,0.53,0.78,1,0.13,9,1,Belgium
10,RobertWalraven-ESG,inc death,3,BE,0.21,0.25,0.9,1,0.15,10,1,Belgium
10,UMass-MechBayes,inc death,3,BE,0.25,0.2,0.5,1,-0.02,10,1,Belgium
