weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
All,EuroCOVIDhub-ensemble,inc case,4,IE,1,0.92,0.35,0.83,-0.16,75,1,Ireland
All,ILM-EKF,inc case,4,IE,1.73,1.62,0.25,0.83,-0.15,53,1,Ireland
All,Karlen-pypm,inc case,4,IE,1.28,1.27,0.18,0.44,0.04,34,1,Ireland
All,MUNI-ARIMA,inc case,4,IE,0.95,0.88,0.45,0.9,-0.11,60,1,Ireland
All,USC-SIkJalpha,inc case,4,IE,1.38,1.45,0.16,0.35,-0.21,75,1,Ireland
All,EuroCOVIDhub-ensemble,inc death,1,IE,NA,NA,0.6,0.93,-0.01,81,1,Ireland
All,ILM-EKF,inc death,1,IE,NA,NA,0.77,1,0.09,60,1,Ireland
All,Karlen-pypm,inc death,1,IE,NA,NA,0.59,0.86,-0.1,37,1,Ireland
All,MUNI-ARIMA,inc death,1,IE,NA,NA,0.51,0.97,-0.08,71,1,Ireland
All,SDSC_ISG-TrendModel,inc death,1,IE,NA,NA,0.38,0.86,-0.05,77,1,Ireland
All,USC-SIkJalpha,inc death,1,IE,NA,NA,0.38,0.51,0.03,81,1,Ireland
All,EuroCOVIDhub-baseline,inc death,2,IE,1,1,0.71,1,0.05,79,1,Ireland
All,EuroCOVIDhub-ensemble,inc death,2,IE,0.93,0.86,0.67,0.96,-0.04,79,1,Ireland
All,ILM-EKF,inc death,2,IE,1.45,298.08,0.74,1,0.1,58,1,Ireland
All,Karlen-pypm,inc death,2,IE,1.07,2.88,0.56,0.75,-0.14,36,1,Ireland
All,MUNI-ARIMA,inc death,2,IE,0.91,0.83,0.67,1,-0.09,69,1,Ireland
All,USC-SIkJalpha,inc death,2,IE,1.27,1.37,0.29,0.48,-0.02,79,1,Ireland
All,EuroCOVIDhub-baseline,inc death,3,IE,1,1,0.81,1,0.02,77,1,Ireland
All,EuroCOVIDhub-ensemble,inc death,3,IE,0.99,0.84,0.64,0.96,-0.09,77,1,Ireland
All,ILM-EKF,inc death,3,IE,1.68,262.86,0.66,1,0.05,56,1,Ireland
All,Karlen-pypm,inc death,3,IE,1.37,3.16,0.34,0.69,-0.13,35,1,Ireland
All,MUNI-ARIMA,inc death,3,IE,0.88,0.79,0.78,1,-0.13,67,1,Ireland
All,USC-SIkJalpha,inc death,3,IE,1.4,1.37,0.21,0.43,-0.08,77,1,Ireland
All,EuroCOVIDhub-baseline,inc death,4,IE,1,1,0.89,1,0.02,75,1,Ireland
All,EuroCOVIDhub-ensemble,inc death,4,IE,1.17,0.93,0.57,0.97,-0.11,75,1,Ireland
All,ILM-EKF,inc death,4,IE,2.04,185.18,0.53,0.96,0,53,1,Ireland
All,Karlen-pypm,inc death,4,IE,1.59,3.18,0.21,0.68,-0.12,34,1,Ireland
All,MUNI-ARIMA,inc death,4,IE,0.95,0.78,0.77,1,-0.11,66,1,Ireland
All,USC-SIkJalpha,inc death,4,IE,1.35,1.34,0.24,0.37,-0.12,75,1,Ireland
All,EuroCOVIDhub-ensemble,inc case,1,IS,NA,NA,0.47,0.9,-0.06,77,1,Iceland
All,MUNI-ARIMA,inc case,1,IS,NA,NA,0.36,0.81,-0.1,67,1,Iceland
All,SDSC_ISG-TrendModel,inc case,1,IS,NA,NA,0.59,0.97,-0.1,73,1,Iceland
All,USC-SIkJalpha,inc case,1,IS,NA,NA,0.22,0.48,0.03,77,1,Iceland
All,EuroCOVIDhub-baseline,inc case,2,IS,1,1,0.27,0.76,-0.02,75,1,Iceland
All,EuroCOVIDhub-ensemble,inc case,2,IS,0.88,0.75,0.36,0.87,-0.1,75,1,Iceland
All,MUNI-ARIMA,inc case,2,IS,1.21,1.11,0.34,0.83,-0.06,65,1,Iceland
All,USC-SIkJalpha,inc case,2,IS,2.18,2.2,0.17,0.36,0.06,75,1,Iceland
All,EuroCOVIDhub-baseline,inc case,3,IS,1,1,0.26,0.75,-0.06,73,1,Iceland
All,EuroCOVIDhub-ensemble,inc case,3,IS,0.85,0.71,0.44,0.82,-0.09,73,1,Iceland
All,MUNI-ARIMA,inc case,3,IS,1.1,1.05,0.3,0.86,-0.08,56,1,Iceland
All,USC-SIkJalpha,inc case,3,IS,2.41,2.36,0.15,0.29,0.04,73,1,Iceland
All,EuroCOVIDhub-baseline,inc case,4,IS,1,1,0.28,0.69,-0.05,71,1,Iceland
All,EuroCOVIDhub-ensemble,inc case,4,IS,0.89,0.72,0.39,0.8,-0.11,71,1,Iceland
All,MUNI-ARIMA,inc case,4,IS,1.11,1.04,0.31,0.87,-0.09,55,1,Iceland
All,USC-SIkJalpha,inc case,4,IS,3.05,2.96,0.11,0.23,0.01,71,1,Iceland
All,EuroCOVIDhub-ensemble,inc death,1,IS,NA,NA,0.75,0.82,-0.02,84,1,Iceland
All,MUNI-ARIMA,inc death,1,IS,NA,NA,0.64,0.73,-0.1,74,1,Iceland
All,SDSC_ISG-TrendModel,inc death,1,IS,NA,NA,0.73,0.89,-0.07,80,1,Iceland
All,USC-SIkJalpha,inc death,1,IS,NA,NA,0.74,0.76,-0.11,84,1,Iceland
All,EuroCOVIDhub-baseline,inc death,2,IS,1,1,0.6,0.87,-0,83,1,Iceland
All,EuroCOVIDhub-ensemble,inc death,2,IS,0.78,0.7,0.72,0.87,-0.01,83,1,Iceland
All,MUNI-ARIMA,inc death,2,IS,0.64,0.72,0.67,0.74,-0.08,73,1,Iceland
All,USC-SIkJalpha,inc death,2,IS,0.62,0.68,0.67,0.72,-0.12,83,1,Iceland
All,EuroCOVIDhub-baseline,inc death,3,IS,1,1,0.76,0.88,-0.02,82,1,Iceland
All,EuroCOVIDhub-ensemble,inc death,3,IS,0.81,0.72,0.78,0.9,-0.06,82,1,Iceland
All,MUNI-ARIMA,inc death,3,IS,0.76,0.87,0.61,0.66,-0.1,71,1,Iceland
All,USC-SIkJalpha,inc death,3,IS,0.63,0.71,0.73,0.77,-0.2,82,1,Iceland
All,EuroCOVIDhub-baseline,inc death,4,IS,1,1,0.72,0.89,-0.03,81,1,Iceland
All,EuroCOVIDhub-ensemble,inc death,4,IS,0.74,0.75,0.77,0.93,-0.08,81,1,Iceland
All,MUNI-ARIMA,inc death,4,IS,0.77,0.92,0.56,0.69,-0.09,71,1,Iceland
All,USC-SIkJalpha,inc death,4,IS,0.69,0.81,0.69,0.7,-0.28,81,1,Iceland
All,AMM-EpiInvert,inc case,1,IT,NA,NA,0.25,1,0.06,13,1,Italy
All,BIOCOMSC-Gompertz,inc case,1,IT,NA,NA,0.88,1,NA,72,1,Italy
All,EuroCOVIDhub-ensemble,inc case,1,IT,NA,NA,0.48,0.91,0.08,86,1,Italy
All,ILM-EKF,inc case,1,IT,NA,NA,0.53,0.86,0.06,85,1,Italy
All,MUNI-ARIMA,inc case,1,IT,NA,NA,0.42,0.84,0.03,76,1,Italy
All,SDSC_ISG-TrendModel,inc case,1,IT,NA,NA,0.68,0.97,-0.07,82,1,Italy
All,USC-SIkJalpha,inc case,1,IT,NA,NA,0.3,0.57,0.13,86,1,Italy
All,epiMOX-SUIHTER,inc case,1,IT,NA,NA,0.37,0.69,-0.08,78,1,Italy
All,AMM-EpiInvert,inc case,2,IT,0.81,0.78,0.18,1,-0.01,12,1,Italy
All,BIOCOMSC-Gompertz,inc case,2,IT,0.54,NA,0.76,1,NA,71,1,Italy
All,EuroCOVIDhub-baseline,inc case,2,IT,1,1,0.21,0.84,0.09,85,1,Italy
All,EuroCOVIDhub-ensemble,inc case,2,IT,0.85,0.76,0.44,0.82,0.07,85,1,Italy
All,ILM-EKF,inc case,2,IT,1.47,1.39,0.49,0.82,0.05,84,1,Italy
All,MUNI-ARIMA,inc case,2,IT,0.77,0.76,0.43,0.88,0.05,75,1,Italy
All,USC-SIkJalpha,inc case,2,IT,1.26,1.26,0.24,0.44,0.12,85,1,Italy
All,epiMOX-SUIHTER,inc case,2,IT,0.81,0.92,0.14,0.37,-0.03,51,1,Italy
All,AMM-EpiInvert,inc case,3,IT,1.02,1.07,0.5,1,-0.03,11,1,Italy
All,EuroCOVIDhub-baseline,inc case,3,IT,1,1,0.19,0.82,0.08,84,1,Italy
All,EuroCOVIDhub-ensemble,inc case,3,IT,0.89,0.81,0.37,0.82,0.05,84,1,Italy
All,ILM-EKF,inc case,3,IT,2.15,2.09,0.45,0.81,0.03,83,1,Italy
All,MUNI-ARIMA,inc case,3,IT,0.97,0.93,0.36,0.87,-0.01,67,1,Italy
All,USC-SIkJalpha,inc case,3,IT,1.47,1.44,0.19,0.38,0.08,84,1,Italy
All,AMM-EpiInvert,inc case,4,IT,1.47,1.5,0.56,1,-0.09,10,1,Italy
All,EuroCOVIDhub-baseline,inc case,4,IT,1,1,0.22,0.77,0.07,83,1,Italy
All,EuroCOVIDhub-ensemble,inc case,4,IT,0.95,0.9,0.31,0.78,0.04,83,1,Italy
All,ILM-EKF,inc case,4,IT,3.64,3.51,0.41,0.8,0.01,81,1,Italy
All,MUNI-ARIMA,inc case,4,IT,1.06,1,0.36,0.85,-0.03,66,1,Italy
All,USC-SIkJalpha,inc case,4,IT,1.29,1.27,0.14,0.37,0.05,83,1,Italy
All,BIOCOMSC-Gompertz,inc death,1,IT,NA,NA,0.82,1,NA,71,1,Italy
All,EuroCOVIDhub-ensemble,inc death,1,IT,NA,NA,0.73,0.99,0.04,86,1,Italy
All,ILM-EKF,inc death,1,IT,NA,NA,0.89,1,0.07,85,1,Italy
All,MUNI-ARIMA,inc death,1,IT,NA,NA,0.58,0.93,0.01,76,1,Italy
All,SDSC_ISG-TrendModel,inc death,1,IT,NA,NA,0.46,0.95,0.01,82,1,Italy
All,USC-SIkJalpha,inc death,1,IT,NA,NA,0.34,0.6,0.06,86,1,Italy
All,epiMOX-SUIHTER,inc death,1,IT,NA,NA,0.37,0.6,-0.42,78,1,Italy
All,BIOCOMSC-Gompertz,inc death,2,IT,0.67,NA,0.73,1,NA,70,1,Italy
All,EuroCOVIDhub-baseline,inc death,2,IT,1,1,0.65,1,0.05,85,1,Italy
All,EuroCOVIDhub-ensemble,inc death,2,IT,0.52,0.51,0.67,1,0.06,85,1,Italy
All,ILM-EKF,inc death,2,IT,0.76,0.97,0.86,1,0.09,84,1,Italy
All,MUNI-ARIMA,inc death,2,IT,0.7,0.7,0.64,0.93,-0.01,75,1,Italy
All,USC-SIkJalpha,inc death,2,IT,0.67,0.74,0.39,0.6,0.17,85,1,Italy
All,epiMOX-SUIHTER,inc death,2,IT,0.28,0.28,0.33,0.73,-0.19,51,1,Italy
All,EuroCOVIDhub-baseline,inc death,3,IT,1,1,0.63,1,0.07,84,1,Italy
All,EuroCOVIDhub-ensemble,inc death,3,IT,0.52,0.52,0.64,0.96,0.1,84,1,Italy
All,ILM-EKF,inc death,3,IT,1.22,1.37,0.75,0.99,0.1,83,1,Italy
All,MUNI-ARIMA,inc death,3,IT,0.75,0.75,0.6,0.95,-0.04,73,1,Italy
All,USC-SIkJalpha,inc death,3,IT,0.7,0.79,0.27,0.6,0.18,84,1,Italy
All,EuroCOVIDhub-baseline,inc death,4,IT,1,1,0.61,1,0.08,83,1,Italy
All,EuroCOVIDhub-ensemble,inc death,4,IT,0.67,0.68,0.54,0.96,0.1,83,1,Italy
All,ILM-EKF,inc death,4,IT,2.42,2.63,0.64,0.98,0.08,81,1,Italy
All,MUNI-ARIMA,inc death,4,IT,0.79,0.8,0.58,0.97,-0.04,72,1,Italy
All,USC-SIkJalpha,inc death,4,IT,0.9,1.01,0.2,0.52,0.12,83,1,Italy
All,EuroCOVIDhub-ensemble,inc case,1,LI,NA,NA,0.39,0.89,-0.06,56,1,Liechtenstein
All,ILM-EKF,inc case,1,LI,NA,NA,0.44,0.89,0.01,55,1,Liechtenstein
All,MUNI-ARIMA,inc case,1,LI,NA,NA,0.19,0.79,-0.04,53,1,Liechtenstein
All,SDSC_ISG-TrendModel,inc case,1,LI,NA,NA,0.46,0.95,0.11,54,1,Liechtenstein
All,USC-SIkJalpha,inc case,1,LI,NA,NA,0.16,0.29,0.01,56,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,4,LI,1,1,0.26,0.66,-0.14,53,1,Liechtenstein
All,EuroCOVIDhub-ensemble,inc case,4,LI,0.99,0.86,0.43,0.75,-0.29,53,1,Liechtenstein
All,ILM-EKF,inc case,4,LI,1.66,1.42,0.24,0.82,-0,51,1,Liechtenstein
All,MUNI-ARIMA,inc case,4,LI,1.11,0.95,0.35,0.7,-0.18,43,1,Liechtenstein
All,USC-SIkJalpha,inc case,4,LI,1.36,1.41,0.13,0.26,-0.09,53,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,3,LI,1,1,0.31,0.63,-0.11,54,1,Liechtenstein
All,EuroCOVIDhub-ensemble,inc case,3,LI,1,0.83,0.41,0.78,-0.23,54,1,Liechtenstein
All,ILM-EKF,inc case,3,LI,1.6,1.34,0.26,0.79,0.02,53,1,Liechtenstein
All,MUNI-ARIMA,inc case,3,LI,1.03,0.91,0.42,0.78,-0.1,45,1,Liechtenstein
All,USC-SIkJalpha,inc case,3,LI,1.3,1.35,0.07,0.26,-0,54,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc case,2,LI,1,1,0.18,0.66,-0.06,56,1,Liechtenstein
All,EuroCOVIDhub-ensemble,inc case,2,LI,1.04,0.85,0.45,0.79,-0.15,56,1,Liechtenstein
All,ILM-EKF,inc case,2,LI,1.54,1.29,0.33,0.87,-0.01,55,1,Liechtenstein
All,MUNI-ARIMA,inc case,2,LI,1.04,0.88,0.38,0.81,-0.07,52,1,Liechtenstein
All,USC-SIkJalpha,inc case,2,LI,1.3,1.38,0.12,0.3,-0,56,1,Liechtenstein
All,EuroCOVIDhub-ensemble,inc death,1,LI,NA,NA,0.84,0.98,-0.06,80,1,Liechtenstein
All,ILM-EKF,inc death,1,LI,NA,NA,0.91,1,0.05,79,1,Liechtenstein
All,MUNI-ARIMA,inc death,1,LI,NA,NA,0.8,0.93,-0.12,74,1,Liechtenstein
All,SDSC_ISG-TrendModel,inc death,1,LI,NA,NA,0.76,0.92,-0.18,78,1,Liechtenstein
All,USC-SIkJalpha,inc death,1,LI,NA,NA,0.78,0.81,-0.06,80,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,3,LI,1,1,0.89,1,-0.01,79,1,Liechtenstein
All,EuroCOVIDhub-ensemble,inc death,3,LI,0.71,0.67,0.91,0.99,-0.05,79,1,Liechtenstein
All,ILM-EKF,inc death,3,LI,1.38,2.78,0.87,1,0.1,78,1,Liechtenstein
All,MUNI-ARIMA,inc death,3,LI,0.68,0.79,0.82,0.99,-0.12,71,1,Liechtenstein
All,USC-SIkJalpha,inc death,3,LI,0.82,1.15,0.77,0.84,-0.11,79,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,2,LI,1,1,0.85,1,0.02,79,1,Liechtenstein
All,EuroCOVIDhub-ensemble,inc death,2,LI,0.79,0.65,0.84,0.99,-0.06,79,1,Liechtenstein
All,ILM-EKF,inc death,2,LI,1.39,1.73,0.9,1,0.07,78,1,Liechtenstein
All,MUNI-ARIMA,inc death,2,LI,0.67,0.68,0.81,0.97,-0.11,73,1,Liechtenstein
All,USC-SIkJalpha,inc death,2,LI,0.84,0.8,0.78,0.82,-0.06,79,1,Liechtenstein
All,EuroCOVIDhub-baseline,inc death,4,LI,1,1,0.94,1,0.01,78,1,Liechtenstein
All,EuroCOVIDhub-ensemble,inc death,4,LI,0.72,0.63,0.91,0.99,-0.05,78,1,Liechtenstein
All,ILM-EKF,inc death,4,LI,1.53,2.84,0.83,1,0.11,76,1,Liechtenstein
All,MUNI-ARIMA,inc death,4,LI,0.6,0.77,0.83,0.99,-0.13,70,1,Liechtenstein
All,USC-SIkJalpha,inc death,4,LI,0.84,1.21,0.74,0.82,-0.12,78,1,Liechtenstein
All,AMM-EpiInvert,inc case,1,LT,NA,NA,0.4,0.8,0.21,11,1,Lithuania
All,EuroCOVIDhub-ensemble,inc case,1,LT,NA,NA,0.45,0.97,0.01,58,1,Lithuania
All,ILM-EKF,inc case,1,LT,NA,NA,0.38,0.91,0.07,58,1,Lithuania
All,MUNI-ARIMA,inc case,1,LT,NA,NA,0.5,0.96,-0.02,50,1,Lithuania
All,SDSC_ISG-TrendModel,inc case,1,LT,NA,NA,0.62,0.94,-0.03,54,1,Lithuania
All,USC-SIkJalpha,inc case,1,LT,NA,NA,0.19,0.53,0.03,58,1,Lithuania
All,BIOCOMSC-Gompertz,inc case,2,LT,0.77,NA,0.78,1,NA,40,1,Lithuania
All,EuroCOVIDhub-baseline,inc case,2,LT,1,1,0.25,0.86,-0.1,56,1,Lithuania
All,EuroCOVIDhub-ensemble,inc case,2,LT,0.81,0.77,0.39,0.89,0.01,56,1,Lithuania
All,ILM-EKF,inc case,2,LT,1.22,1.18,0.32,0.8,0.12,56,1,Lithuania
All,MUNI-ARIMA,inc case,2,LT,0.65,0.65,0.58,0.98,-0.06,48,1,Lithuania
All,USC-SIkJalpha,inc case,2,LT,1.72,1.73,0.16,0.36,0.03,56,1,Lithuania
All,EuroCOVIDhub-baseline,inc case,3,LT,1,1,0.24,0.8,-0.11,54,1,Lithuania
All,EuroCOVIDhub-ensemble,inc case,3,LT,0.9,0.85,0.35,0.81,0.01,54,1,Lithuania
All,ILM-EKF,inc case,3,LT,1.47,1.43,0.26,0.7,0.15,54,1,Lithuania
All,MUNI-ARIMA,inc case,3,LT,0.79,0.73,0.47,0.98,-0.1,45,1,Lithuania
All,USC-SIkJalpha,inc case,3,LT,1.14,1.44,0.19,0.28,-0.03,54,1,Lithuania
All,EuroCOVIDhub-baseline,inc case,4,LT,1,1,0.27,0.73,-0.09,52,1,Lithuania
All,EuroCOVIDhub-ensemble,inc case,4,LT,0.99,0.92,0.38,0.79,0.02,52,1,Lithuania
All,ILM-EKF,inc case,4,LT,1.85,1.79,0.35,0.73,0.17,52,1,Lithuania
All,MUNI-ARIMA,inc case,4,LT,0.88,0.78,0.44,0.98,-0.09,43,1,Lithuania
All,USC-SIkJalpha,inc case,4,LT,1.24,1.6,0.17,0.25,-0.01,52,1,Lithuania
All,EuroCOVIDhub-ensemble,inc death,1,LT,NA,NA,0.68,0.95,0.07,60,1,Lithuania
All,ILM-EKF,inc death,1,LT,NA,NA,0.92,0.98,0.11,59,1,Lithuania
All,MUNI-ARIMA,inc death,1,LT,NA,NA,0.43,0.88,0.04,56,1,Lithuania
All,SDSC_ISG-TrendModel,inc death,1,LT,NA,NA,0.64,0.92,-0.06,58,1,Lithuania
All,USC-SIkJalpha,inc death,1,LT,NA,NA,0.27,0.46,0.12,59,1,Lithuania
All,EuroCOVIDhub-baseline,inc death,3,LT,1,1,0.5,0.89,0.02,56,1,Lithuania
All,EuroCOVIDhub-ensemble,inc death,3,LT,0.75,0.71,0.62,0.96,0.14,56,1,Lithuania
All,ILM-EKF,inc death,3,LT,1.56,1.68,0.73,0.98,0.27,56,1,Lithuania
All,MUNI-ARIMA,inc death,3,LT,0.82,0.83,0.5,0.88,0.01,48,1,Lithuania
All,USC-SIkJalpha,inc death,3,LT,1.14,1.41,0.25,0.38,0.14,55,1,Lithuania
All,BIOCOMSC-Gompertz,inc death,2,LT,1.45,NA,0.5,0.93,NA,42,1,Lithuania
All,EuroCOVIDhub-baseline,inc death,2,LT,1,1,0.41,0.95,-0.01,58,1,Lithuania
All,EuroCOVIDhub-ensemble,inc death,2,LT,0.67,0.69,0.66,0.97,0.06,58,1,Lithuania
All,ILM-EKF,inc death,2,LT,1.17,1.5,0.82,0.98,0.19,57,1,Lithuania
All,MUNI-ARIMA,inc death,2,LT,0.88,0.86,0.43,0.93,0.01,54,1,Lithuania
All,USC-SIkJalpha,inc death,2,LT,1.07,1.4,0.26,0.33,0.04,57,1,Lithuania
All,EuroCOVIDhub-baseline,inc death,4,LT,1,1,0.5,0.83,0.06,54,1,Lithuania
All,EuroCOVIDhub-ensemble,inc death,4,LT,0.85,0.77,0.5,0.93,0.15,54,1,Lithuania
All,ILM-EKF,inc death,4,LT,1.92,1.94,0.53,0.98,0.3,53,1,Lithuania
All,MUNI-ARIMA,inc death,4,LT,0.93,0.9,0.49,0.87,0.04,47,1,Lithuania
All,EuroCOVIDhub-ensemble,inc case,1,LU,NA,NA,0.56,0.89,-0.03,82,1,Luxembourg
All,ILM-EKF,inc case,1,LU,NA,NA,0.44,0.73,0.07,81,1,Luxembourg
All,MUNI-ARIMA,inc case,1,LU,NA,NA,0.31,0.79,-0,72,1,Luxembourg
All,SDSC_ISG-TrendModel,inc case,1,LU,NA,NA,0.52,0.88,-0.07,78,1,Luxembourg
All,USC-SIkJalpha,inc case,1,LU,NA,NA,0.26,0.5,-0.14,80,1,Luxembourg
All,EuroCOVIDhub-baseline,inc case,2,LU,1,1,0.22,0.9,-0.05,80,1,Luxembourg
All,EuroCOVIDhub-ensemble,inc case,2,LU,0.99,0.85,0.48,0.82,-0.03,80,1,Luxembourg
All,ILM-EKF,inc case,2,LU,1.42,1.34,0.41,0.67,0.07,79,1,Luxembourg
All,MUNI-ARIMA,inc case,2,LU,1.03,0.98,0.3,0.77,0.03,70,1,Luxembourg
All,USC-SIkJalpha,inc case,2,LU,1.21,1.32,0.25,0.47,-0.14,79,1,Luxembourg
All,EuroCOVIDhub-baseline,inc case,3,LU,1,1,0.28,0.86,-0.07,78,1,Luxembourg
All,EuroCOVIDhub-ensemble,inc case,3,LU,1.05,0.94,0.38,0.81,-0.02,78,1,Luxembourg
All,ILM-EKF,inc case,3,LU,1.56,1.51,0.36,0.66,0.06,77,1,Luxembourg
All,MUNI-ARIMA,inc case,3,LU,0.97,0.92,0.31,0.87,-0.01,61,1,Luxembourg
All,USC-SIkJalpha,inc case,3,LU,1.31,1.37,0.26,0.45,-0.16,77,1,Luxembourg
All,EuroCOVIDhub-baseline,inc case,4,LU,1,1,0.3,0.78,-0.08,77,1,Luxembourg
All,EuroCOVIDhub-ensemble,inc case,4,LU,1.09,0.99,0.35,0.75,-0.06,77,1,Luxembourg
All,ILM-EKF,inc case,4,LU,1.91,1.82,0.32,0.67,0.04,76,1,Luxembourg
All,MUNI-ARIMA,inc case,4,LU,1.02,0.96,0.32,0.82,-0.06,60,1,Luxembourg
All,USC-SIkJalpha,inc case,4,LU,1.66,1.61,0.17,0.33,-0.27,75,1,Luxembourg
All,EuroCOVIDhub-ensemble,inc death,1,LU,NA,NA,0.65,0.98,0,83,1,Luxembourg
All,ILM-EKF,inc death,1,LU,NA,NA,0.83,1,0.1,82,1,Luxembourg
All,MUNI-ARIMA,inc death,1,LU,NA,NA,0.64,1,-0.01,73,1,Luxembourg
All,SDSC_ISG-TrendModel,inc death,1,LU,NA,NA,0.56,0.79,-0.3,79,1,Luxembourg
All,USC-SIkJalpha,inc death,1,LU,NA,NA,0.31,0.51,-0.02,81,1,Luxembourg
All,EuroCOVIDhub-baseline,inc death,2,LU,1,1,0.68,0.99,0.03,81,1,Luxembourg
All,EuroCOVIDhub-ensemble,inc death,2,LU,0.98,0.93,0.68,0.99,0.03,81,1,Luxembourg
All,ILM-EKF,inc death,2,LU,1.24,1.79,0.8,1,0.13,80,1,Luxembourg
All,MUNI-ARIMA,inc death,2,LU,1.08,0.99,0.65,1,-0,71,1,Luxembourg
All,USC-SIkJalpha,inc death,2,LU,1.07,1.39,0.33,0.43,0.01,79,1,Luxembourg
All,EuroCOVIDhub-baseline,inc death,3,LU,1,1,0.84,1,0.04,80,1,Luxembourg
All,EuroCOVIDhub-ensemble,inc death,3,LU,0.97,0.9,0.65,0.99,0.05,80,1,Luxembourg
All,ILM-EKF,inc death,3,LU,1.59,2.06,0.68,1,0.14,79,1,Luxembourg
All,MUNI-ARIMA,inc death,3,LU,1.13,1.04,0.67,1,-0.01,69,1,Luxembourg
All,EuroCOVIDhub-baseline,inc death,4,LU,1,1,0.89,1,0.05,79,1,Luxembourg
All,EuroCOVIDhub-ensemble,inc death,4,LU,0.94,0.91,0.71,0.99,0.04,79,1,Luxembourg
All,ILM-EKF,inc death,4,LU,1.88,2.29,0.65,0.99,0.15,77,1,Luxembourg
All,MUNI-ARIMA,inc death,4,LU,1.05,1.06,0.85,1,-0.01,68,1,Luxembourg
All,EuroCOVIDhub-ensemble,inc case,1,LV,NA,NA,0.47,0.9,-0.03,86,1,Latvia
All,ILM-EKF,inc case,1,LV,NA,NA,0.42,0.87,-0.05,85,1,Latvia
All,MUNI-ARIMA,inc case,1,LV,NA,NA,0.26,0.74,0.05,76,1,Latvia
All,SDSC_ISG-TrendModel,inc case,1,LV,NA,NA,0.57,0.97,0.05,82,1,Latvia
All,USC-SIkJalpha,inc case,1,LV,NA,NA,0.23,0.49,0.04,86,1,Latvia
All,EuroCOVIDhub-baseline,inc case,2,LV,1,1,0.24,0.68,0.02,85,1,Latvia
All,EuroCOVIDhub-ensemble,inc case,2,LV,0.75,0.58,0.31,0.84,-0.06,85,1,Latvia
All,ILM-EKF,inc case,2,LV,1.19,0.94,0.27,0.79,-0.05,84,1,Latvia
All,MUNI-ARIMA,inc case,2,LV,0.99,0.92,0.23,0.71,0.03,75,1,Latvia
All,USC-SIkJalpha,inc case,2,LV,0.84,0.77,0.13,0.38,-0.06,85,1,Latvia
All,EuroCOVIDhub-baseline,inc case,3,LV,1,1,0.21,0.63,0.02,84,1,Latvia
All,EuroCOVIDhub-ensemble,inc case,3,LV,0.83,0.66,0.21,0.81,-0.08,84,1,Latvia
All,ILM-EKF,inc case,3,LV,1.49,1.21,0.28,0.69,-0.06,83,1,Latvia
All,MUNI-ARIMA,inc case,3,LV,0.93,0.82,0.22,0.79,-0.03,67,1,Latvia
All,USC-SIkJalpha,inc case,3,LV,0.87,0.85,0.14,0.29,-0.09,84,1,Latvia
All,EuroCOVIDhub-baseline,inc case,4,LV,1,1,0.19,0.58,0.02,83,1,Latvia
All,EuroCOVIDhub-ensemble,inc case,4,LV,0.86,0.7,0.24,0.75,-0.1,83,1,Latvia
All,ILM-EKF,inc case,4,LV,1.95,1.62,0.27,0.68,-0.05,81,1,Latvia
All,MUNI-ARIMA,inc case,4,LV,0.94,0.82,0.21,0.74,-0.08,66,1,Latvia
All,USC-SIkJalpha,inc case,4,LV,0.88,0.88,0.13,0.31,-0.12,83,1,Latvia
All,EuroCOVIDhub-ensemble,inc death,1,LV,NA,NA,0.6,0.99,0.05,86,1,Latvia
All,ILM-EKF,inc death,1,LV,NA,NA,0.92,1,0.05,85,1,Latvia
All,MUNI-ARIMA,inc death,1,LV,NA,NA,0.53,0.96,0.04,76,1,Latvia
All,SDSC_ISG-TrendModel,inc death,1,LV,NA,NA,0.68,0.92,-0.07,82,1,Latvia
All,USC-SIkJalpha,inc death,1,LV,NA,NA,0.35,0.51,0.06,86,1,Latvia
All,EuroCOVIDhub-baseline,inc death,2,LV,1,1,0.54,0.93,0.06,85,1,Latvia
All,EuroCOVIDhub-ensemble,inc death,2,LV,0.68,0.63,0.62,0.94,0.08,85,1,Latvia
All,ILM-EKF,inc death,2,LV,0.82,1.04,0.85,1,0.05,84,1,Latvia
All,MUNI-ARIMA,inc death,2,LV,1.05,0.99,0.55,0.89,0.1,75,1,Latvia
All,USC-SIkJalpha,inc death,2,LV,0.89,1.04,0.33,0.51,0.04,85,1,Latvia
All,EuroCOVIDhub-baseline,inc death,3,LV,1,1,0.54,0.92,0.09,84,1,Latvia
All,EuroCOVIDhub-ensemble,inc death,3,LV,0.65,0.57,0.58,0.96,0.09,84,1,Latvia
All,ILM-EKF,inc death,3,LV,1.02,1.11,0.81,0.98,0.06,83,1,Latvia
All,MUNI-ARIMA,inc death,3,LV,1.1,1.02,0.47,0.89,0.16,73,1,Latvia
All,USC-SIkJalpha,inc death,3,LV,0.99,1.17,0.39,0.54,0.03,84,1,Latvia
