weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,DSMPG-bayes,inc case,2,BE,1.35,1.26,0.5,0.75,0.42,4,1,Belgium
10,EuroCOVIDhub-baseline,inc case,2,BE,1,1,0,1,-0.18,5,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,2,BE,1.08,0.97,0.2,1,0.12,5,1,Belgium
10,IEM_Health-CovidProject,inc case,2,BE,1.36,1.26,0,0.8,0.2,5,1,Belgium
10,ILM-EKF,inc case,2,BE,1.37,1.34,0.2,0.8,0.18,5,1,Belgium
10,LANL-GrowthRate,inc case,2,BE,0.92,0.87,0.2,1,-0.02,5,1,Belgium
10,RobertWalraven-ESG,inc case,2,BE,0.88,NA,0.2,0.4,NA,5,1,Belgium
10,USC-SIkJalpha,inc case,2,BE,0.74,0.89,0.4,0.6,-0.5,5,1,Belgium
10,UVA-Ensemble,inc case,2,BE,1.08,NA,0,0.25,NA,4,1,Belgium
10,epiforecasts-EpiNow2,inc case,2,BE,1.34,1.28,0.4,0.6,0.22,5,1,Belgium
10,EuroCOVIDhub-baseline,inc case,3,BE,1,1,0.25,1,-0.3,4,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,3,BE,1.57,1.59,0.25,0.75,0.12,4,1,Belgium
10,IEM_Health-CovidProject,inc case,3,BE,1.78,1.76,0.25,0.75,0.15,4,1,Belgium
10,ILM-EKF,inc case,3,BE,2.16,2.17,0.25,0.75,0.17,4,1,Belgium
10,LANL-GrowthRate,inc case,3,BE,1.35,1.31,0,0.75,0.03,4,1,Belgium
10,RobertWalraven-ESG,inc case,3,BE,0.91,NA,0.25,0.5,NA,4,1,Belgium
10,USC-SIkJalpha,inc case,3,BE,0.88,1.22,0.5,0.5,-0.42,4,1,Belgium
10,epiforecasts-EpiNow2,inc case,3,BE,1.61,1.6,0.25,0.75,0.2,4,1,Belgium
10,EuroCOVIDhub-baseline,inc death,1,BE,1,1,0.83,1,-0.12,6,1,Belgium
10,EuroCOVIDhub-ensemble,inc death,1,BE,0.83,0.72,0.83,1,-0.07,6,1,Belgium
10,IEM_Health-CovidProject,inc death,1,BE,1.86,1.04,0.67,1,-0.3,6,1,Belgium
10,ILM-EKF,inc death,1,BE,0.94,1.24,1,1,0.02,6,1,Belgium
10,LANL-GrowthRate,inc death,1,BE,1.71,1.09,0.17,1,-0.42,6,1,Belgium
10,RobertWalraven-ESG,inc death,1,BE,1.33,0.87,0.67,1,-0.28,6,1,Belgium
10,USC-SIkJalpha,inc death,1,BE,1.25,0.9,0.5,1,-0.3,6,1,Belgium
10,epiforecasts-EpiNow2,inc death,1,BE,2.24,1.38,0.33,1,0.38,6,1,Belgium
10,EuroCOVIDhub-baseline,inc death,2,BE,1,1,1,1,-0.34,5,1,Belgium
10,EuroCOVIDhub-ensemble,inc death,2,BE,0.6,0.51,1,1,-0.18,5,1,Belgium
10,IEM_Health-CovidProject,inc death,2,BE,1.4,0.89,0.4,1,-0.58,5,1,Belgium
10,ILM-EKF,inc death,2,BE,0.96,0.92,1,1,0.06,5,1,Belgium
10,LANL-GrowthRate,inc death,2,BE,1.77,0.97,0.2,0.8,-0.56,5,1,Belgium
10,RobertWalraven-ESG,inc death,2,BE,1.42,0.82,0.4,1,-0.52,5,1,Belgium
10,USC-SIkJalpha,inc death,2,BE,0.92,0.61,0.4,1,-0.28,5,1,Belgium
10,epiforecasts-EpiNow2,inc death,2,BE,1.86,1.12,0.4,1,0.52,5,1,Belgium
10,EuroCOVIDhub-baseline,inc death,3,BE,1,1,1,1,-0.28,4,1,Belgium
10,EuroCOVIDhub-ensemble,inc death,3,BE,0.57,0.51,0.75,1,-0.2,4,1,Belgium
10,IEM_Health-CovidProject,inc death,3,BE,1.44,0.93,0.25,0.75,-0.68,4,1,Belgium
10,ILM-EKF,inc death,3,BE,1.42,1.04,0.5,1,0.17,4,1,Belgium
10,LANL-GrowthRate,inc death,3,BE,1.07,0.71,0.5,1,-0.48,4,1,Belgium
10,RobertWalraven-ESG,inc death,3,BE,1.67,1.01,0.25,1,-0.73,4,1,Belgium
10,USC-SIkJalpha,inc death,3,BE,0.82,0.54,0.5,1,-0.45,4,1,Belgium
10,epiforecasts-EpiNow2,inc death,3,BE,1.74,1.19,0.5,1,0.52,4,1,Belgium
10,DSMPG-bayes,inc case,1,BG,1.23,0.96,0.4,1,0.66,5,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,1,BG,1,1,0,0.83,-0.02,6,1,Bulgaria
10,EuroCOVIDhub-ensemble,inc case,1,BG,0.74,0.71,0.83,1,0.07,6,1,Bulgaria
10,IEM_Health-CovidProject,inc case,1,BG,1.35,1.07,0.5,1,0.13,6,1,Bulgaria
10,ILM-EKF,inc case,1,BG,1.05,0.91,0.33,1,0.47,6,1,Bulgaria
10,LANL-GrowthRate,inc case,1,BG,0.61,0.78,1,1,-0.13,6,1,Bulgaria
10,RobertWalraven-ESG,inc case,1,BG,1.07,NA,0,0.5,NA,6,1,Bulgaria
10,USC-SIkJalpha,inc case,1,BG,1.22,1.74,0.5,0.67,-0.37,6,1,Bulgaria
10,UVA-Ensemble,inc case,1,BG,1.79,NA,0.2,0.4,NA,5,1,Bulgaria
10,epiforecasts-EpiNow2,inc case,1,BG,0.68,0.67,0.83,1,0.4,6,1,Bulgaria
10,DSMPG-bayes,inc case,2,BG,1.78,1.38,0,1,0.78,4,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,2,BG,1,1,0.2,0.4,0.02,5,1,Bulgaria
10,EuroCOVIDhub-ensemble,inc case,2,BG,1.15,0.86,0.4,1,0.3,5,1,Bulgaria
10,IEM_Health-CovidProject,inc case,2,BG,1.55,1.25,0.2,1,0.34,5,1,Bulgaria
10,ILM-EKF,inc case,2,BG,1.67,1.43,0.2,0.8,0.62,5,1,Bulgaria
10,LANL-GrowthRate,inc case,2,BG,0.63,0.63,0.8,1,0.22,5,1,Bulgaria
10,RobertWalraven-ESG,inc case,2,BG,1.23,NA,0,0,NA,5,1,Bulgaria
10,USC-SIkJalpha,inc case,2,BG,0.89,1.26,0.6,0.8,-0.3,5,1,Bulgaria
10,UVA-Ensemble,inc case,2,BG,1.15,NA,0.25,0.25,NA,4,1,Bulgaria
10,epiforecasts-EpiNow2,inc case,2,BG,1.08,0.95,0.6,1,0.46,5,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,3,BG,1,1,0,0.5,0,4,1,Bulgaria
10,EuroCOVIDhub-ensemble,inc case,3,BG,1.68,1.37,0.25,1,0.48,4,1,Bulgaria
10,IEM_Health-CovidProject,inc case,3,BG,2.01,1.64,0.5,1,0.45,4,1,Bulgaria
10,ILM-EKF,inc case,3,BG,2.61,2.44,0.25,0.5,0.72,4,1,Bulgaria
10,LANL-GrowthRate,inc case,3,BG,0.98,0.85,0.75,1,0.4,4,1,Bulgaria
10,RobertWalraven-ESG,inc case,3,BG,1.21,NA,0,0.25,NA,4,1,Bulgaria
10,USC-SIkJalpha,inc case,3,BG,0.94,1.09,0.75,0.75,-0.17,4,1,Bulgaria
10,epiforecasts-EpiNow2,inc case,3,BG,2.16,1.87,0.5,0.75,0.7,4,1,Bulgaria
10,EuroCOVIDhub-baseline,inc death,1,BG,1,1,0,0.83,-0.1,6,1,Bulgaria
10,EuroCOVIDhub-ensemble,inc death,1,BG,0.89,1.05,0.67,1,0.02,6,1,Bulgaria
10,IEM_Health-CovidProject,inc death,1,BG,1.49,1.6,0.83,1,-0.27,6,1,Bulgaria
10,ILM-EKF,inc death,1,BG,1.14,1.23,0.83,1,0.2,6,1,Bulgaria
10,LANL-GrowthRate,inc death,1,BG,1.82,1.72,0.17,0.83,-0.2,6,1,Bulgaria
10,RobertWalraven-ESG,inc death,1,BG,1.26,1.25,0,0.67,-0.62,6,1,Bulgaria
10,USC-SIkJalpha,inc death,1,BG,1.2,1.63,0.5,0.67,-0.2,6,1,Bulgaria
10,epiforecasts-EpiNow2,inc death,1,BG,1.93,1.67,0.17,0.83,0.47,6,1,Bulgaria
10,EuroCOVIDhub-baseline,inc death,2,BG,1,1,0,0.8,-0.54,5,1,Bulgaria
10,EuroCOVIDhub-ensemble,inc death,2,BG,1.08,1.31,0.4,1,0.24,5,1,Bulgaria
10,IEM_Health-CovidProject,inc death,2,BG,1.32,1.69,0.8,1,-0.08,5,1,Bulgaria
10,ILM-EKF,inc death,2,BG,1.92,1.82,0.4,1,0.54,5,1,Bulgaria
10,LANL-GrowthRate,inc death,2,BG,2.44,2.43,0,0.8,-0.1,5,1,Bulgaria
10,RobertWalraven-ESG,inc death,2,BG,0.75,0.93,0.4,0.6,-0.62,5,1,Bulgaria
10,USC-SIkJalpha,inc death,2,BG,1.24,1.55,0.4,0.8,0.1,5,1,Bulgaria
10,epiforecasts-EpiNow2,inc death,2,BG,2.33,2.26,0.2,0.6,0.7,5,1,Bulgaria
10,EuroCOVIDhub-baseline,inc death,3,BG,1,1,0,1,-0.82,4,1,Bulgaria
10,EuroCOVIDhub-ensemble,inc death,3,BG,1.78,1.83,0.5,1,0.45,4,1,Bulgaria
10,IEM_Health-CovidProject,inc death,3,BG,1.61,2.09,0.75,1,-0,4,1,Bulgaria
10,ILM-EKF,inc death,3,BG,3.38,3.29,0.25,0.75,0.75,4,1,Bulgaria
10,LANL-GrowthRate,inc death,3,BG,2.87,2.97,0.25,0.75,0.32,4,1,Bulgaria
10,RobertWalraven-ESG,inc death,3,BG,0.86,0.98,0.25,0.25,-0.82,4,1,Bulgaria
10,USC-SIkJalpha,inc death,3,BG,1.22,1.28,0.5,1,0.05,4,1,Bulgaria
10,epiforecasts-EpiNow2,inc death,3,BG,3.92,3.99,0,0.75,0.82,4,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,1,CH,1,1,0,1,-0.5,6,1,Switzerland
10,EuroCOVIDhub-ensemble,inc case,1,CH,0.79,0.93,0.67,1,-0.2,6,1,Switzerland
10,IEM_Health-CovidProject,inc case,1,CH,1.45,1.6,0.67,0.83,-0.3,6,1,Switzerland
10,ILM-EKF,inc case,1,CH,1.05,0.96,0.5,1,-0.15,6,1,Switzerland
10,LANL-GrowthRate,inc case,1,CH,1.68,1.44,0.67,1,-0.12,6,1,Switzerland
10,RobertWalraven-ESG,inc case,1,CH,2.21,NA,0,0.83,NA,6,1,Switzerland
10,USC-SIkJalpha,inc case,1,CH,1.66,1.68,0.17,1,-0.63,6,1,Switzerland
10,UVA-Ensemble,inc case,1,CH,2.21,NA,0,0.4,NA,5,1,Switzerland
10,epiforecasts-EpiNow2,inc case,1,CH,0.72,0.91,0.67,0.83,0.27,6,1,Switzerland
10,EuroCOVIDhub-baseline,inc case,2,CH,1,1,0.2,1,-0.6,5,1,Switzerland
10,EuroCOVIDhub-ensemble,inc case,2,CH,0.88,1.05,0.6,1,-0.28,5,1,Switzerland
10,IEM_Health-CovidProject,inc case,2,CH,1.72,1.86,0.6,0.8,-0.34,5,1,Switzerland
10,ILM-EKF,inc case,2,CH,1.19,1.16,0.6,1,-0.06,5,1,Switzerland
10,LANL-GrowthRate,inc case,2,CH,1.32,1.27,0.4,1,-0.12,5,1,Switzerland
10,RobertWalraven-ESG,inc case,2,CH,2.61,NA,0,0.8,NA,5,1,Switzerland
10,USC-SIkJalpha,inc case,2,CH,1.55,2.03,0.2,0.4,-0.76,5,1,Switzerland
10,UVA-Ensemble,inc case,2,CH,2.03,NA,0,0,NA,4,1,Switzerland
10,epiforecasts-EpiNow2,inc case,2,CH,1,1.11,0.6,0.8,-0.06,5,1,Switzerland
10,EuroCOVIDhub-baseline,inc case,3,CH,1,1,0.25,1,-0.62,4,1,Switzerland
10,EuroCOVIDhub-ensemble,inc case,3,CH,0.89,1.08,0.5,1,-0.28,4,1,Switzerland
10,IEM_Health-CovidProject,inc case,3,CH,1.29,1.8,0.5,0.75,-0.5,4,1,Switzerland
10,ILM-EKF,inc case,3,CH,1.09,1.19,0.75,1,-0.12,4,1,Switzerland
10,LANL-GrowthRate,inc case,3,CH,1.3,1.21,0.25,1,-0.35,4,1,Switzerland
10,RobertWalraven-ESG,inc case,3,CH,2.39,NA,0,0.75,NA,4,1,Switzerland
10,USC-SIkJalpha,inc case,3,CH,1.25,1.68,0.25,0.5,-0.75,4,1,Switzerland
10,epiforecasts-EpiNow2,inc case,3,CH,1.14,1.22,0.5,1,-0.05,4,1,Switzerland
10,DSMPG-bayes,inc case,1,CY,1.28,1.18,0.6,1,0.22,5,1,Cyprus
10,EuroCOVIDhub-baseline,inc case,1,CY,1,1,0,1,-0.35,6,1,Cyprus
10,EuroCOVIDhub-ensemble,inc case,1,CY,0.95,1.19,0.5,1,0.02,6,1,Cyprus
10,IEM_Health-CovidProject,inc case,1,CY,1.66,1.61,0.17,0.33,-0.17,6,1,Cyprus
10,ILM-EKF,inc case,1,CY,1.4,1.32,0.67,1,0.13,6,1,Cyprus
10,LANL-GrowthRate,inc case,1,CY,1.07,1.08,0.33,0.83,-0.3,6,1,Cyprus
10,RobertWalraven-ESG,inc case,1,CY,1.44,NA,0,0.67,NA,6,1,Cyprus
10,USC-SIkJalpha,inc case,1,CY,0.92,2.94,0.83,0.83,-0.23,6,1,Cyprus
10,UVA-Ensemble,inc case,1,CY,1.86,NA,0.2,0.6,NA,5,1,Cyprus
10,epiforecasts-EpiNow2,inc case,1,CY,1.59,1.47,0.5,1,0.1,6,1,Cyprus
10,DSMPG-bayes,inc case,2,CY,1.7,1.91,0.75,1,0.07,4,1,Cyprus
10,EuroCOVIDhub-baseline,inc case,2,CY,1,1,0,1,-0.58,5,1,Cyprus
10,EuroCOVIDhub-ensemble,inc case,2,CY,1.07,1.32,0.6,1,0.02,5,1,Cyprus
10,IEM_Health-CovidProject,inc case,2,CY,1.6,1.62,0,0.6,-0.16,5,1,Cyprus
10,ILM-EKF,inc case,2,CY,1.23,1.15,0.4,1,0.2,5,1,Cyprus
10,LANL-GrowthRate,inc case,2,CY,1.25,1.24,0.4,0.8,-0.2,5,1,Cyprus
10,RobertWalraven-ESG,inc case,2,CY,1.18,NA,0.4,0.6,NA,5,1,Cyprus
10,USC-SIkJalpha,inc case,2,CY,1.22,2.71,0.8,0.8,-0.14,5,1,Cyprus
10,UVA-Ensemble,inc case,2,CY,1.28,NA,0.25,0.25,NA,4,1,Cyprus
10,epiforecasts-EpiNow2,inc case,2,CY,2.35,2.23,0.4,1,0.1,5,1,Cyprus
10,EuroCOVIDhub-baseline,inc case,3,CY,1,1,0,1,-0.78,4,1,Cyprus
10,EuroCOVIDhub-ensemble,inc case,3,CY,1.47,1.69,0.25,1,0.12,4,1,Cyprus
10,IEM_Health-CovidProject,inc case,3,CY,1.59,1.69,0.25,0.5,0.12,4,1,Cyprus
10,ILM-EKF,inc case,3,CY,1.66,1.51,0.75,1,0.3,4,1,Cyprus
10,LANL-GrowthRate,inc case,3,CY,1.14,1.32,0.5,0.5,-0.4,4,1,Cyprus
10,RobertWalraven-ESG,inc case,3,CY,0.83,NA,0.5,0.75,NA,4,1,Cyprus
10,USC-SIkJalpha,inc case,3,CY,1.23,2.69,0.5,0.5,-0.03,4,1,Cyprus
10,epiforecasts-EpiNow2,inc case,3,CY,3.85,3.66,0.5,1,0.08,4,1,Cyprus
10,EuroCOVIDhub-baseline,inc case,1,CZ,1,1,0,1,0.85,6,1,Czechia
10,EuroCOVIDhub-ensemble,inc case,1,CZ,0.53,0.59,0.83,1,0.35,6,1,Czechia
10,IEM_Health-CovidProject,inc case,1,CZ,1.39,1.25,0.67,1,0.48,6,1,Czechia
10,ILM-EKF,inc case,1,CZ,0.68,0.61,0.67,1,0.3,6,1,Czechia
10,LANL-GrowthRate,inc case,1,CZ,0.85,0.8,0.83,1,-0.42,6,1,Czechia
